ENSG00000251562,ENSG00000167996,ENSG00000087086,ENSG00000198804,target_type
6.357782,6.1572967,7.002125,4.147356,macrophage
5.9163947,6.5893507,6.864725,4.2832828,alternatively activated macrophage
5.925203,6.6781774,5.976362,4.27306,alternatively activated macrophage
6.719611,6.741261,5.135567,5.201253,classical monocyte
6.481543,6.319782,6.822703,4.4941893,alternatively activated macrophage
6.266849,6.548393,6.745699,4.3455715,alternatively activated macrophage
6.409609,6.0630956,7.1805935,4.6428766,alternatively activated macrophage
6.245966,5.9006743,6.1886096,4.4846644,alternatively activated macrophage
6.1598787,6.1661353,6.4840164,4.8578577,alternatively activated macrophage
6.3335824,5.8929033,6.6712723,4.171095,alternatively activated macrophage
6.461414,6.6606855,7.36132,4.310807,alternatively activated macrophage
5.868259,6.358886,7.701699,4.24988,macrophage
6.4696746,6.413731,6.235461,4.8457446,macrophage
5.8218656,6.373264,6.061701,5.131676,macrophage
6.469392,6.44992,7.1356955,3.7807124,alternatively activated macrophage
6.0765104,6.6526904,6.6485887,4.4243813,alternatively activated macrophage
6.094939,6.9672604,5.3554783,5.1524515,conventional dendritic cell
5.743224,7.2063127,6.1391425,4.7559085,alternatively activated macrophage
5.9532337,6.708791,6.4102345,5.4015074,alternatively activated macrophage
6.5475106,6.4941745,6.1981254,5.1655083,classical monocyte
6.406414,6.164137,6.6101055,4.750896,alternatively activated macrophage
6.5257235,6.3224554,6.5257235,4.8726983,alternatively activated macrophage
6.796506,5.858019,7.588727,4.634468,alternatively activated macrophage
6.359478,6.305936,6.4029303,4.3987384,alternatively activated macrophage
6.5865655,6.1864667,6.9491096,5.520989,non-classical monocyte
6.6185937,5.767228,7.0556474,4.198772,alternatively activated macrophage
6.857317,5.314423,6.987857,4.4414167,alternatively activated macrophage
6.6679244,6.016547,7.256525,4.2395153,alternatively activated macrophage
6.3207235,6.318633,6.6398253,5.1319685,alternatively activated macrophage
6.7665915,6.163714,7.0900598,4.2488894,alternatively activated macrophage
5.9914274,6.212917,6.5308237,4.9856267,alternatively activated macrophage
6.3693285,6.72474,6.118147,4.301809,alternatively activated macrophage
6.3920984,6.527359,6.528864,5.210742,non-classical monocyte
6.1437626,6.947044,6.2882633,4.3626804,alternatively activated macrophage
6.2339487,7.280288,6.5105963,4.802201,classical monocyte
6.8050313,5.469066,7.3518667,4.6537275,alternatively activated macrophage
6.1122704,6.508276,6.167134,3.8710828,alternatively activated macrophage
5.8790298,6.4578676,7.13873,4.1195464,alternatively activated macrophage
6.6623354,5.7683043,6.9670553,4.547995,alternatively activated macrophage
6.382977,6.6872644,6.437789,3.6774566,alternatively activated macrophage
6.7364583,6.817952,6.837678,4.4023824,alternatively activated macrophage
7.0619087,5.2627163,7.234144,4.141598,alternatively activated macrophage
6.5864644,6.556326,6.7595167,4.0896654,alternatively activated macrophage
6.9794197,5.6530685,6.6099453,5.1369305,alternatively activated macrophage
6.1839547,6.3034873,7.2974167,4.432854,alternatively activated macrophage
6.4339604,6.354215,7.5143027,5.0832877,alternatively activated macrophage
5.833914,6.1832514,6.451151,4.827421,alternatively activated macrophage
6.1730423,6.1518664,6.7959476,4.473733,alternatively activated macrophage
5.655545,6.1062574,6.337058,4.7297297,alternatively activated macrophage
6.2259884,5.880285,7.1496205,4.66599,alternatively activated macrophage
5.71263,7.4321456,7.0209637,3.9225125,alternatively activated macrophage
6.1420207,7.317583,6.32658,3.7954729,alternatively activated macrophage
6.89244,6.141316,6.933825,4.101721,alternatively activated macrophage
6.808536,6.40421,6.9037457,4.4558992,alternatively activated macrophage
6.327486,5.6977854,7.109478,4.5446196,alternatively activated macrophage
6.4222183,6.142442,5.39586,5.0322595,classical monocyte
6.5956926,6.7434535,6.6993227,4.4533596,alternatively activated macrophage
6.2569227,6.762197,6.8307014,3.9269361,alternatively activated macrophage
5.9244747,6.5352345,6.736303,4.7820034,alternatively activated macrophage
6.1241746,6.3079987,7.388124,4.3867064,alternatively activated macrophage
5.7975554,6.3628497,6.3079505,5.17355,classical monocyte
6.6566763,6.6327634,6.7823367,4.883767,macrophage
6.023917,6.3148856,6.384276,4.6134186,alternatively activated macrophage
6.0078244,6.290504,6.7509727,3.8802915,alternatively activated macrophage
6.3754044,6.296815,7.325371,4.399914,alternatively activated macrophage
5.3545156,7.191333,6.072632,4.3970866,alternatively activated macrophage
6.348351,6.7605505,6.6114407,5.267755,alternatively activated macrophage
5.742621,6.9162035,6.5864987,4.4018135,alternatively activated macrophage
6.167916,6.4787908,7.146748,4.5962925,alternatively activated macrophage
6.3932896,5.7018137,6.979927,4.5270286,alternatively activated macrophage
6.7693853,5.9870305,6.925363,4.955218,alternatively activated macrophage
6.562201,5.519825,6.432377,4.9431496,alternatively activated macrophage
6.4599843,6.8120947,7.1363244,4.6578417,alternatively activated macrophage
6.7106314,6.1710825,6.098302,5.5459557,classical monocyte
5.9635644,6.2482467,5.915373,4.5661006,alternatively activated macrophage
6.288322,6.114322,7.0269036,5.037706,alternatively activated macrophage
6.182989,6.7543235,7.158355,4.515473,alternatively activated macrophage
6.2582717,6.789848,6.7688036,4.1956334,alternatively activated macrophage
6.3744764,5.549106,6.8804917,4.530192,alternatively activated macrophage
6.279,6.715108,6.8941817,4.8293543,alternatively activated macrophage
6.834557,7.0077105,3.5445056,5.5780587,myeloid dendritic cell
6.5847464,6.0101347,7.09415,4.8084564,alternatively activated macrophage
6.348252,6.3648305,6.594654,4.23759,macrophage
5.971767,6.395607,6.2834573,4.773726,alternatively activated macrophage
6.336207,6.1097245,6.677377,4.6381474,alternatively activated macrophage
6.728236,5.0320406,7.5603495,4.617315,alternatively activated macrophage
5.8632026,6.1329393,7.2587056,5.062601,alternatively activated macrophage
5.876741,5.8907537,6.9936976,4.144247,alternatively activated macrophage
5.576278,7.5717034,6.3924704,3.930237,alternatively activated macrophage
6.318307,6.6413,6.8758273,4.6998663,alternatively activated macrophage
6.1615605,7.061814,6.2629366,3.9433322,alternatively activated macrophage
6.0895004,6.795104,6.928636,4.030275,alternatively activated macrophage
6.191519,6.2618933,6.0884085,4.5834317,alternatively activated macrophage
6.17481,5.698823,6.9139357,4.9595995,alternatively activated macrophage
6.4288535,5.851345,7.6795115,4.682664,alternatively activated macrophage
5.9695187,6.8705454,6.765434,4.449095,alternatively activated macrophage
5.3736253,6.7970533,6.840632,4.8993134,alternatively activated macrophage
6.4592595,6.3870564,6.7961135,5.20072,alternatively activated macrophage
6.3982615,6.832624,6.2526884,5.113729,classical monocyte
6.604269,5.8291903,7.205412,4.5085716,alternatively activated macrophage
6.5486574,5.7760572,6.718231,4.9021206,alternatively activated macrophage
6.5987744,6.089427,7.311601,4.6211414,alternatively activated macrophage
6.0242157,6.953284,6.7235003,4.5804195,alternatively activated macrophage
6.2533393,6.5512624,6.170618,3.8986876,alternatively activated macrophage
6.3682237,6.453348,6.084011,4.6883054,classical monocyte
6.303006,5.394142,7.104082,4.3973913,alternatively activated macrophage
6.0415187,6.19832,6.3930655,4.6198215,alternatively activated macrophage
6.422757,6.3972387,7.3685,4.458072,alternatively activated macrophage
6.5302057,6.067882,6.6033955,3.689933,alternatively activated macrophage
6.264574,7.033407,6.512935,4.045965,alternatively activated macrophage
6.9312053,6.548788,6.668597,4.4355016,alternatively activated macrophage
6.145037,5.66302,6.940924,4.2590466,alternatively activated macrophage
6.4743567,7.485151,5.4054217,4.8575425,classical monocyte
6.4710493,6.265033,6.874899,4.7254868,macrophage
6.486205,5.715635,7.35272,4.187196,alternatively activated macrophage
6.4055037,5.8762465,7.095669,4.3117075,alternatively activated macrophage
6.2757573,5.5949216,6.6016297,4.9976096,alternatively activated macrophage
6.091914,6.9547434,6.0612135,5.5849147,non-classical monocyte
6.5773897,7.0652046,5.6120014,5.582804,classical monocyte
6.1577783,7.034536,5.8777156,5.445742,non-classical monocyte
6.5384064,5.3436065,7.46891,5.4531093,alternatively activated macrophage
6.4293404,6.488671,6.3331723,5.180603,alternatively activated macrophage
6.291677,6.632564,6.029868,4.156816,alternatively activated macrophage
6.162294,6.363811,7.1138988,5.0231094,alternatively activated macrophage
6.5627155,6.307548,7.007984,4.608244,alternatively activated macrophage
5.8691306,6.4043784,6.7041874,4.929099,alternatively activated macrophage
6.23395,6.417813,5.64549,5.3767595,classical monocyte
6.8072863,6.336584,7.110378,5.297335,alternatively activated macrophage
6.555817,7.038877,6.9795885,4.491575,classical monocyte
6.517992,5.661278,7.1826315,4.7113156,macrophage
6.600152,6.12501,6.780531,5.0029354,macrophage
5.5792627,7.7332783,5.357063,3.7144594,classical monocyte
6.18486,6.4594345,6.6317744,4.546383,alternatively activated macrophage
6.792834,6.104905,7.0489116,4.108428,alternatively activated macrophage
5.432619,5.9652066,6.704263,4.0502977,alternatively activated macrophage
6.022303,6.782952,6.5846825,5.182159,alternatively activated macrophage
6.049812,6.2754583,6.5733123,5.129606,alternatively activated macrophage
5.92743,6.9767547,6.7205977,4.6782365,alternatively activated macrophage
6.2521,6.5041513,6.7229104,5.2408113,alternatively activated macrophage
6.3453245,5.844611,6.2351513,4.7248597,macrophage
6.438687,6.341144,5.857468,5.248963,classical monocyte
6.3065486,5.9175262,7.1399183,4.9535165,alternatively activated macrophage
6.2964077,6.4450264,6.9700575,4.681191,alternatively activated macrophage
6.0882926,6.488863,6.715015,4.7013783,alternatively activated macrophage
6.5298476,6.966384,6.983631,4.091917,alternatively activated macrophage
6.271518,5.8817906,6.822538,5.3222647,alternatively activated macrophage
6.8549285,5.904052,7.1425233,5.240537,macrophage
5.873997,6.841519,6.6215415,4.396594,alternatively activated macrophage
5.669144,6.7666335,6.4256587,3.993629,alternatively activated macrophage
6.3324256,5.486885,6.825128,4.7588086,alternatively activated macrophage
6.1613417,5.879311,7.028095,4.8637104,alternatively activated macrophage
6.343045,6.5584126,6.8038745,4.7588086,alternatively activated macrophage
6.486494,6.779628,3.4255342,5.195142,myeloid dendritic cell
6.098037,6.1134586,6.7307687,3.490791,alternatively activated macrophage
5.983112,6.182304,7.441443,4.074055,alternatively activated macrophage
6.354782,5.928778,7.4933934,4.881367,alternatively activated macrophage
6.827781,5.625729,6.240619,5.5218863,macrophage
6.3879347,6.283576,6.162456,4.4300213,alternatively activated macrophage
6.262822,6.019544,6.6418486,4.5088377,macrophage
5.559495,7.242987,6.477281,2.528447,alternatively activated macrophage
6.0117726,6.828713,6.4958725,4.1769357,alternatively activated macrophage
5.6264944,6.646868,7.167783,4.330381,alternatively activated macrophage
6.5307097,6.7877555,3.8857493,4.9417953,myeloid dendritic cell
6.1297135,6.1519713,6.518476,4.9415326,alternatively activated macrophage
6.103821,6.384685,5.8840647,4.889894,alternatively activated macrophage
5.992129,6.2193503,6.5002313,4.6358066,alternatively activated macrophage
5.8521256,6.6557074,7.248338,4.7976713,macrophage
6.454006,5.787451,6.563613,4.919682,alternatively activated macrophage
5.979253,6.7640657,6.7017417,5.246473,alternatively activated macrophage
5.9159636,6.273261,6.861693,5.2674475,alternatively activated macrophage
5.7436013,6.360173,6.715983,4.9773297,alternatively activated macrophage
6.0786443,7.199364,7.060363,4.2048483,alternatively activated macrophage
5.9661007,6.7336097,6.7229776,5.19126,alternatively activated macrophage
6.1510878,6.855501,6.344867,4.4635286,alternatively activated macrophage
6.3749824,6.2925787,6.85013,4.507087,alternatively activated macrophage
6.191429,6.136147,6.743595,2.9186645,alternatively activated macrophage
6.2218313,6.5116205,6.5684795,4.2929015,alternatively activated macrophage
6.581869,6.7288127,6.7695065,5.303138,classical monocyte
6.508409,6.6782026,5.7603655,3.4342952,conventional dendritic cell
5.849304,5.7821717,6.7647934,3.8642774,alternatively activated macrophage
5.6169243,6.8085895,7.2669034,4.6781597,alternatively activated macrophage
5.811152,6.662372,6.4005313,4.3126025,alternatively activated macrophage
6.382783,6.4248133,6.984639,5.218287,alternatively activated macrophage
6.8774915,5.610243,6.5265274,4.920749,alternatively activated macrophage
6.9626427,5.9867244,6.8363886,5.069359,macrophage
6.188083,6.408039,7.295109,4.99004,alternatively activated macrophage
6.4946823,4.9239984,7.2492943,5.105108,alternatively activated macrophage
6.1838827,5.910017,7.0760646,4.635711,alternatively activated macrophage
6.0565305,6.6852465,6.4790764,4.7694225,alternatively activated macrophage
6.1588664,6.1985617,6.6792135,4.679243,alternatively activated macrophage
6.3838534,7.6438,6.147088,3.3186343,alternatively activated macrophage
5.6029406,6.1251655,6.565119,4.6824675,alternatively activated macrophage
6.388761,5.8946023,6.5296187,5.004145,alternatively activated macrophage
6.130009,6.9098954,6.7444468,4.5714784,alternatively activated macrophage
5.687058,7.3101807,6.3269267,4.24487,alternatively activated macrophage
6.2387733,6.815402,5.9990234,5.1270223,alternatively activated macrophage
5.999197,7.5364923,6.4518013,2.8444526,alternatively activated macrophage
6.203904,6.1342545,6.2732105,4.7079897,alternatively activated macrophage
6.621781,6.168719,6.380592,5.325329,alternatively activated macrophage
6.4405046,6.0516396,6.361992,5.1620383,alternatively activated macrophage
6.463812,6.005928,6.931933,5.4504933,classical monocyte
6.302984,5.503452,7.390529,4.711713,alternatively activated macrophage
7.0746512,6.5447683,4.014705,5.2916884,myeloid dendritic cell
6.059942,5.8880095,6.49468,4.744585,classical monocyte
6.1704926,6.658608,6.531165,4.526356,alternatively activated macrophage
6.9259667,5.858645,6.7207174,4.9957647,classical monocyte
6.253566,6.504876,7.0591807,4.4091086,alternatively activated macrophage
6.500786,5.5103846,7.395493,4.111858,alternatively activated macrophage
6.595859,5.8212285,7.5597687,5.131041,alternatively activated macrophage
6.4982853,7.0310736,5.8200483,5.2876673,myeloid dendritic cell
6.417335,6.9418116,6.664489,4.4506984,alternatively activated macrophage
6.4623036,5.755497,7.7182684,3.948781,macrophage
6.028156,7.283319,6.5139704,4.456504,alternatively activated macrophage
5.8531666,6.4878035,6.9121594,5.006855,alternatively activated macrophage
5.6653705,6.470357,6.041232,2.0709567,alternatively activated macrophage
5.9850893,6.878341,6.2884746,4.4720564,alternatively activated macrophage
6.4214225,5.9160028,7.366877,4.1106772,alternatively activated macrophage
6.00716,6.2821364,6.3221107,4.4131,alternatively activated macrophage
6.26737,6.568091,6.949995,4.900182,alternatively activated macrophage
6.279424,6.311348,6.9373336,4.1093016,alternatively activated macrophage
5.6371317,7.4024014,6.4087586,3.7524014,alternatively activated macrophage
6.7586923,6.2818894,6.878282,5.226208,macrophage
5.7251353,6.487549,6.4380293,4.1027765,alternatively activated macrophage
6.06913,7.5987916,6.112431,1.8273504,classical monocyte
6.6339064,6.0256324,7.4256077,4.514398,alternatively activated macrophage
3.5011737,6.337688,4.2829533,3.3871539,conventional dendritic cell
6.391631,6.198494,6.6871824,4.0856323,alternatively activated macrophage
6.361766,6.540663,7.187137,4.3256583,alternatively activated macrophage
6.2182093,6.3166933,6.5853205,4.825552,alternatively activated macrophage
6.4626174,5.665199,7.5166903,4.5235944,alternatively activated macrophage
6.454373,6.2916117,6.556744,3.8510313,alternatively activated macrophage
6.79743,6.719152,6.2873487,4.4998627,alternatively activated macrophage
6.377125,6.414981,6.065614,5.3033047,classical monocyte
6.120505,7.055097,4.0107102,5.591414,myeloid dendritic cell
6.1913886,6.466696,6.588277,4.7327185,alternatively activated macrophage
6.2411394,5.7713494,6.7573795,4.776518,alternatively activated macrophage
6.4098287,5.659551,7.102153,4.60421,alternatively activated macrophage
6.6416006,6.396431,6.7195563,4.00108,alternatively activated macrophage
6.659403,6.0228777,7.1843615,4.646964,alternatively activated macrophage
6.130654,6.3259006,6.4327307,4.6659946,alternatively activated macrophage
6.6448665,5.393377,7.7289934,4.4382267,macrophage
5.7259374,6.958184,7.1285305,4.8904676,alternatively activated macrophage
6.343013,6.374932,6.6481214,4.4781585,alternatively activated macrophage
6.6650763,5.3396134,6.759473,4.6275024,alternatively activated macrophage
6.062718,6.262518,6.5552444,4.7169766,alternatively activated macrophage
6.396579,6.6229877,5.923968,4.98985,conventional dendritic cell
6.6966867,6.0344806,6.8459773,3.988316,alternatively activated macrophage
6.250441,6.9196005,5.842347,5.612709,macrophage
6.353971,7.7286296,4.4184456,4.4623733,conventional dendritic cell
6.155845,6.764039,7.097158,4.9288397,alternatively activated macrophage
6.270737,5.356647,7.507547,4.6650558,alternatively activated macrophage
6.0771437,6.9036317,7.311328,3.929315,alternatively activated macrophage
6.3443356,6.524595,6.6395044,4.3755636,alternatively activated macrophage
6.8858647,5.998688,6.834134,4.6724124,classical monocyte
6.511963,6.4970818,6.7112885,5.0880685,macrophage
6.1661205,6.495378,6.5984735,4.794403,alternatively activated macrophage
6.155169,6.4044824,6.216477,4.261822,alternatively activated macrophage
6.8540335,5.7243695,6.099491,5.2508397,conventional dendritic cell
6.9377236,5.552325,7.3084526,4.584144,alternatively activated macrophage
6.173091,5.848225,7.0470767,4.6683397,alternatively activated macrophage
6.414356,5.9514227,7.009032,5.3139243,alternatively activated macrophage
6.2711673,6.8401947,6.60824,5.3129272,macrophage
5.8103166,5.631021,7.2997985,4.7763543,alternatively activated macrophage
6.205188,6.095485,7.027989,4.2686133,alternatively activated macrophage
6.5077124,5.5175796,6.592149,4.76674,alternatively activated macrophage
6.979661,6.877418,2.6724627,5.383266,myeloid dendritic cell
6.5314903,5.2952304,7.359976,4.2962747,alternatively activated macrophage
5.7191133,6.6202245,6.417879,4.391819,alternatively activated macrophage
6.623999,5.3861847,7.110801,5.209526,alternatively activated macrophage
6.772146,5.809613,6.460651,5.097614,alternatively activated macrophage
7.088749,7.0067177,6.4668965,4.23741,inflammatory macrophage
6.6848326,5.426606,7.2876673,4.6267686,alternatively activated macrophage
5.9208374,7.2767725,6.3444014,4.0553203,alternatively activated macrophage
6.0478606,6.7398257,6.5009904,3.8881192,alternatively activated macrophage
6.262674,6.586118,6.521253,3.65232,alternatively activated macrophage
6.0403028,6.414252,6.529938,4.8027573,alternatively activated macrophage
6.213176,6.7004347,6.8332124,4.665996,macrophage
5.7875843,6.432938,6.869625,4.0032744,alternatively activated macrophage
5.864096,7.6058817,5.783646,5.0421615,alternatively activated macrophage
6.033421,5.8251686,7.0806203,3.4454277,alternatively activated macrophage
5.9962225,5.381458,7.665106,4.864399,alternatively activated macrophage
6.132794,6.3238697,6.036785,4.768035,alternatively activated macrophage
6.076902,5.687736,6.5945673,4.7327223,alternatively activated macrophage
5.6843567,7.020638,2.7151725,5.4714284,myeloid dendritic cell
6.5274696,5.876707,6.7968864,4.4778256,alternatively activated macrophage
6.1247196,5.9530783,6.4605665,5.083522,classical monocyte
6.6521926,5.0300045,7.161073,4.7015347,alternatively activated macrophage
6.460788,6.4802136,6.9284863,4.3506317,alternatively activated macrophage
6.7382812,5.541869,7.4678025,4.71658,alternatively activated macrophage
6.413376,6.0305357,7.106622,4.973598,alternatively activated macrophage
6.1876197,5.6773257,6.389516,4.2056346,alternatively activated macrophage
6.4538636,6.7123365,5.9229813,5.029187,macrophage
5.7200427,7.226459,6.3810163,4.203347,alternatively activated macrophage
6.450761,6.0629473,6.525431,4.9493713,alternatively activated macrophage
6.5025377,6.7347307,7.0218053,4.715137,alternatively activated macrophage
6.890754,4.573172,7.0761294,5.499486,macrophage
6.2716546,7.056519,6.9265857,4.127473,alternatively activated macrophage
6.1831164,6.175165,6.4401164,4.776407,alternatively activated macrophage
6.1779118,6.1825423,6.7902584,4.2211843,alternatively activated macrophage
6.025011,6.352242,6.696872,4.821716,alternatively activated macrophage
6.0870957,6.450494,6.5703945,4.659747,alternatively activated macrophage
6.389729,6.5637,6.614804,4.5058155,alternatively activated macrophage
6.2979665,5.76459,6.4681454,4.9350653,classical monocyte
6.561691,6.3311367,7.2972565,4.778155,alternatively activated macrophage
6.573517,5.689455,7.044456,3.7066143,alternatively activated macrophage
6.427763,6.1166954,7.2771997,4.635833,alternatively activated macrophage
6.7270637,6.294041,6.49709,3.7626438,alternatively activated macrophage
6.3442535,6.7008724,6.1864653,4.3659883,alternatively activated macrophage
5.755104,6.145951,6.8842587,4.337453,alternatively activated macrophage
6.033792,7.3552175,5.8407607,4.283129,conventional dendritic cell
5.4115176,6.7397532,3.3247163,5.2254515,myeloid dendritic cell
6.728501,6.4636693,6.888305,4.857923,macrophage
5.595425,6.700827,6.5963717,4.0799,alternatively activated macrophage
6.339863,6.722718,6.032043,4.2891493,classical monocyte
6.319471,5.7495155,7.268282,4.399542,alternatively activated macrophage
6.5055246,6.68856,7.50971,4.620179,alternatively activated macrophage
6.3139014,5.5314755,7.396097,4.491982,alternatively activated macrophage
6.0440874,6.625416,6.5697107,4.14646,alternatively activated macrophage
6.5293307,6.5175133,5.4359736,5.503741,conventional dendritic cell
6.1851215,4.5668254,6.7450733,4.830101,alternatively activated macrophage
6.320678,6.265258,6.7085075,4.748763,alternatively activated macrophage
6.108895,6.591978,7.269241,4.6315813,alternatively activated macrophage
6.2219214,6.843587,7.018067,4.4648347,alternatively activated macrophage
6.06358,6.2331157,6.613353,4.08172,alternatively activated macrophage
5.6661243,6.643711,7.1164546,4.41771,alternatively activated macrophage
5.879683,6.452509,6.195143,4.4260826,alternatively activated macrophage
5.924784,7.4012194,6.576064,3.100291,alternatively activated macrophage
6.635167,6.3039417,6.875125,4.9894376,alternatively activated macrophage
6.3670673,6.54044,6.81457,4.9068274,alternatively activated macrophage
6.6967506,5.906004,6.277929,5.543606,classical monocyte
6.1589184,6.0963454,6.85784,4.050826,alternatively activated macrophage
5.9906993,6.49621,7.242903,4.055444,alternatively activated macrophage
6.6063304,6.3712325,5.622318,5.2401824,non-classical monocyte
6.151813,7.0421104,6.823714,3.4783657,alternatively activated macrophage
6.420787,6.2502723,6.520191,4.428579,alternatively activated macrophage
6.840617,6.649787,7.0671177,5.575118,classical monocyte
6.3949714,6.417407,6.408493,4.976884,alternatively activated macrophage
5.344446,6.306567,5.786351,4.035735,alternatively activated macrophage
6.133689,6.41373,5.713034,4.1347733,classical monocyte
6.781338,6.083777,6.9271154,4.6076827,alternatively activated macrophage
6.279707,6.2592845,7.296305,4.726681,alternatively activated macrophage
5.833895,7.20563,6.0129995,5.110532,alternatively activated macrophage
5.871777,5.849617,7.002684,5.203063,alternatively activated macrophage
6.6543903,6.519484,6.559676,4.942168,alternatively activated macrophage
6.347749,6.6712065,6.4936743,4.3782277,alternatively activated macrophage
6.727024,6.6216226,6.644799,4.364697,alternatively activated macrophage
6.8960958,6.3690104,6.6310987,4.029959,alternatively activated macrophage
5.925695,6.431634,7.097205,4.2403846,alternatively activated macrophage
6.2419133,5.768472,6.7427115,4.253114,alternatively activated macrophage
6.4749928,6.2265697,6.344867,5.042432,alternatively activated macrophage
6.532977,6.2996445,6.670139,4.1170087,alternatively activated macrophage
6.0642633,5.7304378,6.9617834,4.4555225,alternatively activated macrophage
6.4162474,6.8483796,6.718558,5.695226,macrophage
6.4648113,5.2644653,7.260175,4.994147,alternatively activated macrophage
6.4089603,6.475104,7.226551,5.0083575,alternatively activated macrophage
6.4827647,4.929424,5.5178666,5.4933953,macrophage
6.084697,6.85509,6.195415,4.372352,alternatively activated macrophage
5.8480263,6.9907303,6.752444,5.2003593,classical monocyte
6.6600914,5.6681366,6.636347,4.276372,alternatively activated macrophage
5.813751,5.3775897,6.717293,4.2161875,alternatively activated macrophage
6.8521,6.091493,7.3128057,4.394449,alternatively activated macrophage
5.971701,6.7257085,6.6169524,4.5795603,alternatively activated macrophage
6.4503055,6.8112516,6.76771,5.1775217,alternatively activated macrophage
6.0821495,6.2672763,7.088149,4.641435,alternatively activated macrophage
6.4248724,6.0745287,6.3159146,5.417161,non-classical monocyte
6.342375,6.3660874,6.420804,4.1106505,alternatively activated macrophage
6.3370843,7.554906,6.4109583,3.9005213,alternatively activated macrophage
7.070441,5.539947,6.734566,5.044543,macrophage
6.5874615,6.372303,6.9215136,4.8234487,alternatively activated macrophage
6.635711,5.4152493,7.2699385,5.08625,macrophage
6.216606,6.185897,5.174779,5.033865,classical monocyte
5.780653,6.4588175,6.447935,4.52761,alternatively activated macrophage
5.9989247,6.0959935,6.8253455,4.598127,alternatively activated macrophage
6.113192,7.125153,6.8789625,4.6679068,alternatively activated macrophage
6.264129,6.3610797,6.451113,5.375266,non-classical monocyte
6.0228276,6.5021524,7.405172,4.417405,alternatively activated macrophage
5.988318,5.959612,7.3311214,4.1440744,alternatively activated macrophage
6.2802067,5.4567747,7.4174986,5.3327775,alternatively activated macrophage
6.2215548,5.596249,7.075898,4.968372,alternatively activated macrophage
6.3074517,6.0159335,7.0579047,4.398408,alternatively activated macrophage
7.018592,5.7616115,6.593234,5.444337,classical monocyte
6.378397,5.838531,5.939527,5.157599,classical monocyte
6.155573,6.3850756,6.921488,4.9602923,alternatively activated macrophage
5.5131497,7.5264316,5.4432387,5.279708,alternatively activated macrophage
6.295126,6.8716826,6.241323,3.8444743,alternatively activated macrophage
5.8115306,5.881944,7.2136917,4.2779827,alternatively activated macrophage
6.2656016,6.896688,4.604997,5.430632,myeloid dendritic cell
6.4234824,6.217189,6.749507,4.0165005,alternatively activated macrophage
6.8860245,6.5370564,6.1960683,5.3240957,macrophage
6.4504867,7.104609,6.5196013,4.4184456,alternatively activated macrophage
6.4798436,6.273303,6.896049,4.7005234,alternatively activated macrophage
5.0190043,7.1788783,2.5852177,5.344843,myeloid dendritic cell
6.422961,5.705255,7.05426,4.6717663,alternatively activated macrophage
6.1750817,6.367348,7.156226,4.8692613,macrophage
6.700561,5.9252157,6.103187,5.113729,classical monocyte
5.9389405,7.7404118,6.5924215,4.1466923,alternatively activated macrophage
6.29325,6.8115954,7.020905,4.265052,alternatively activated macrophage
6.396842,7.097897,6.427935,4.432695,alternatively activated macrophage
6.201272,6.204486,6.6335974,4.599909,alternatively activated macrophage
5.960856,6.691715,6.376201,4.2245526,alternatively activated macrophage
6.740564,6.588209,6.189005,5.1385703,conventional dendritic cell
5.3427405,7.2680454,2.9996953,5.307922,myeloid dendritic cell
6.405191,6.030511,6.342385,4.546453,alternatively activated macrophage
6.3554807,6.2901897,7.0146565,3.9375792,alternatively activated macrophage
6.3539457,6.141958,6.4195304,4.7391286,alternatively activated macrophage
5.3636637,6.4898005,6.140384,4.5130577,alternatively activated macrophage
6.113223,6.213966,6.536073,4.700324,alternatively activated macrophage
6.6551924,6.284412,7.1983995,4.726371,alternatively activated macrophage
6.711012,5.7119913,6.728901,4.3829613,alternatively activated macrophage
6.0575175,6.651304,6.818159,4.1723413,alternatively activated macrophage
6.6855216,6.4213037,6.318116,5.296609,classical monocyte
6.695385,6.3078227,6.5399857,4.9969087,alternatively activated macrophage
6.0742683,6.444,6.24436,5.138431,alternatively activated macrophage
6.572682,6.183609,6.6738653,4.7559476,alternatively activated macrophage
6.518036,6.2667866,6.926333,2.6758668,alternatively activated macrophage
5.9127884,7.3433146,6.6789494,4.122116,alternatively activated macrophage
6.270758,6.2181506,6.94073,4.806654,alternatively activated macrophage
6.3733726,7.2747874,5.933832,0.0,alternatively activated macrophage
6.004533,6.1225877,7.4281955,4.9157214,alternatively activated macrophage
6.3316336,6.146557,5.9251156,5.685741,classical monocyte
6.0980654,5.724393,6.978353,4.546906,alternatively activated macrophage
6.566073,6.760423,6.736379,4.0141625,alternatively activated macrophage
5.6006823,6.5791993,6.453984,4.4512596,alternatively activated macrophage
6.1742115,5.848866,6.6733093,4.794145,alternatively activated macrophage
4.866607,7.941892,4.963058,3.9313097,inflammatory macrophage
4.309382,7.587552,3.3507085,0.0,alternatively activated macrophage
3.9968846,7.3356967,3.3219435,3.1468124,alternatively activated macrophage
6.684104,5.8856483,5.462102,4.9701185,classical monocyte
6.886886,6.3520913,6.9232173,5.053348,classical monocyte
6.1322994,6.453785,6.896248,4.291899,alternatively activated macrophage
6.105241,6.625265,5.6049414,4.71001,classical monocyte
6.620963,6.376333,6.415162,4.6841116,inflammatory macrophage
6.018894,6.8072505,6.6624327,4.155937,alternatively activated macrophage
