ENSG00000251562,ENSG00000167996,ENSG00000087086,ENSG00000198804,target_type
5.6934915,6.6433125,5.6800237,4.588215,alternatively activated macrophage
6.0873795,5.389737,4.881949,4.961408,classical monocyte
5.114974,5.3821197,4.1273985,4.7493587,conventional dendritic cell
4.566306,6.600581,3.3837626,4.58177,myeloid dendritic cell
5.597343,5.843392,5.758059,4.946833,alternatively activated macrophage
5.311014,5.9550905,4.757149,4.7854805,conventional dendritic cell
5.6172047,6.3672137,4.578519,4.8553267,classical monocyte
5.4209137,5.346036,5.4770246,4.814857,alternatively activated macrophage
5.1522427,5.7516913,2.8834057,5.07858,conventional dendritic cell
5.546464,5.7942576,4.604725,4.634823,classical monocyte
5.315359,6.2528434,5.4745965,4.811173,alternatively activated macrophage
5.655771,6.2592955,5.7260227,4.782955,alternatively activated macrophage
5.6615195,5.9588866,4.9647756,5.180824,classical monocyte
2.8267117,7.14432,3.3135695,3.4898083,conventional dendritic cell
5.5231605,6.202745,4.772728,4.8108754,classical monocyte
5.126475,6.7325377,5.047502,4.275582,inflammatory macrophage
4.606904,2.2261858,3.7453144,0.0,classical monocyte
5.302258,6.3798747,5.3433,4.419069,alternatively activated macrophage
4.611739,6.0228405,5.649824,5.0311646,alternatively activated macrophage
5.519366,6.349508,5.264283,4.49466,inflammatory macrophage
5.2872663,6.821499,5.2556806,4.229031,alternatively activated macrophage
4.858602,6.4168153,5.73934,4.521871,alternatively activated macrophage
5.283919,6.7022886,4.880987,4.6038475,conventional dendritic cell
5.9104705,6.3484554,5.2411942,5.246416,non-classical monocyte
5.9370975,5.850326,5.0247583,4.338163,conventional dendritic cell
6.15238,6.9634023,5.6767554,3.9019744,inflammatory macrophage
5.522966,6.108976,3.9293778,4.1485825,mast cell
5.602282,5.7832527,5.666314,4.9388294,macrophage
5.5951424,5.8751345,5.697434,4.5560102,non-classical monocyte
5.6635566,5.837617,5.656979,4.616429,alternatively activated macrophage
5.6828074,6.225864,5.527727,4.7006674,classical monocyte
5.2224317,6.0095463,5.168175,4.585859,inflammatory macrophage
6.1295614,6.095862,5.664534,4.276915,alternatively activated macrophage
5.552565,5.616861,5.949321,4.6420736,alternatively activated macrophage
5.8149815,4.4813166,6.176761,4.6868315,alternatively activated macrophage
4.8357654,5.763757,5.265836,3.7529094,alternatively activated macrophage
4.3370147,6.3230324,3.3419385,4.66617,conventional dendritic cell
6.0269985,6.1207137,6.03077,4.5028243,alternatively activated macrophage
5.330971,6.5258975,4.7908444,4.524075,alternatively activated macrophage
5.364994,6.4848366,5.217743,4.460911,alternatively activated macrophage
5.677339,6.376792,5.3507595,4.102421,alternatively activated macrophage
4.769179,6.149087,5.139594,4.859787,alternatively activated macrophage
5.3065176,5.6067915,4.307606,4.895333,classical monocyte
6.239847,5.58615,5.2782483,4.9113064,classical monocyte
5.2152715,6.942154,4.9825106,4.471658,alternatively activated macrophage
5.5346947,6.093525,5.8102136,4.474934,alternatively activated macrophage
4.942776,6.6945195,3.12535,4.6847615,conventional dendritic cell
4.9819117,6.461975,4.116002,4.5798707,mast cell
5.3608413,5.7349815,5.48459,4.148276,alternatively activated macrophage
5.670809,6.2295694,5.2724805,4.5348816,macrophage
5.735254,6.111532,4.2480025,5.242773,classical monocyte
5.249917,6.227461,5.2562733,4.523201,conventional dendritic cell
5.6050024,5.0280704,5.051449,5.0966268,classical monocyte
4.4020033,6.9400887,1.7239313,4.8614774,myeloid dendritic cell
5.477887,7.028173,4.7889094,4.4581976,inflammatory macrophage
5.462761,6.2548714,5.7987432,3.9558346,alternatively activated macrophage
6.025816,2.7567935,6.5945344,4.3141,alternatively activated macrophage
4.600899,6.1633005,5.010031,3.6015325,alternatively activated macrophage
5.618537,6.7263913,4.346127,4.392058,inflammatory macrophage
5.233438,5.025921,5.3097367,4.6412606,alternatively activated macrophage
5.5885553,5.4727564,5.908197,4.8991413,alternatively activated macrophage
5.7635703,5.9153185,5.7122025,4.8787985,alternatively activated macrophage
4.7236524,6.0654984,3.963571,4.58409,conventional dendritic cell
5.5543485,5.572085,5.68291,4.9058156,alternatively activated macrophage
5.4725604,5.492478,6.2223253,4.8881283,alternatively activated macrophage
5.705014,5.588583,5.756141,5.190573,non-classical monocyte
4.849003,6.2100234,3.6249542,4.8426228,conventional dendritic cell
5.27125,6.1493154,3.9758637,4.536199,inflammatory macrophage
5.5125885,5.480199,6.227385,4.935936,alternatively activated macrophage
5.288114,6.75729,5.945296,4.693411,alternatively activated macrophage
4.82001,5.95333,5.501425,4.560063,alternatively activated macrophage
4.763554,6.321767,5.4738398,4.5208,alternatively activated macrophage
5.374418,6.328495,4.7770205,4.518515,inflammatory macrophage
5.247499,6.3963304,3.7772977,5.0671444,conventional dendritic cell
5.9867954,6.5596724,6.2438293,4.4914703,alternatively activated macrophage
4.73755,0.0,4.854359,3.7712152,myeloid cell
5.906775,5.986965,6.0847683,4.5332007,alternatively activated macrophage
5.635364,5.94806,4.9967175,4.963049,non-classical monocyte
5.59638,7.3097754,3.87895,3.6609614,inflammatory macrophage
5.541938,6.262919,4.862674,4.9205055,conventional dendritic cell
5.5920353,6.5095243,5.0309196,4.6509714,alternatively activated macrophage
5.285081,6.7405033,4.9890027,4.398555,alternatively activated macrophage
4.7800493,0.0,5.46899,4.6633153,myeloid cell
5.1170316,6.7216625,5.089611,4.538058,inflammatory macrophage
5.6363773,6.7054296,4.8265595,3.15724,inflammatory macrophage
5.7957716,6.2296114,5.2035317,4.465149,alternatively activated macrophage
6.047941,4.8801,4.450353,5.1064825,classical monocyte
5.891117,5.693374,5.109292,4.98311,classical monocyte
4.6892834,2.7970655,4.0052876,3.1819913,myeloid dendritic cell
5.0434866,6.6948376,4.813367,4.953944,alternatively activated macrophage
5.496739,5.5326047,6.013872,4.8142743,macrophage
5.635579,5.945054,6.080499,5.0108495,macrophage
4.7915645,6.8223767,5.513643,4.7077394,alternatively activated macrophage
5.030079,6.169376,4.4558096,4.3314857,inflammatory macrophage
5.081045,6.747945,5.4517856,5.0550647,classical monocyte
5.513415,5.8759766,3.0522537,4.392123,conventional dendritic cell
5.536829,6.2099032,5.1947556,4.6860967,classical monocyte
5.8845,6.301063,5.1190586,4.71658,conventional dendritic cell
5.8339934,6.6423144,5.996515,4.749951,alternatively activated macrophage
5.070543,5.390021,3.0436847,4.3324933,conventional dendritic cell
5.508739,6.036192,5.48287,5.017447,alternatively activated macrophage
6.107347,6.278185,6.37593,4.7330337,classical monocyte
5.8641815,6.361563,5.154023,4.940297,macrophage
4.239879,6.3272142,3.9785516,4.6622987,alternatively activated macrophage
5.7228436,5.7734327,4.254433,4.730827,conventional dendritic cell
6.163576,6.299379,6.5209723,4.1538835,alternatively activated macrophage
5.8705754,6.272537,4.6075544,4.6731644,classical monocyte
5.9338484,7.0714803,5.999637,4.3752456,alternatively activated macrophage
5.8231006,6.898369,5.5381594,4.613707,alternatively activated macrophage
5.8770146,6.709224,6.1588917,4.356152,alternatively activated macrophage
5.686656,6.9536448,5.666921,4.5034065,alternatively activated macrophage
5.583645,6.6456423,4.7484527,4.7484527,conventional dendritic cell
6.0142407,6.217281,5.1159105,4.5955157,conventional dendritic cell
6.292224,5.7017465,6.2276697,4.671369,alternatively activated macrophage
5.9901867,5.9925475,4.9402857,4.4541826,classical monocyte
4.776637,6.096173,5.0437245,4.2153416,non-classical monocyte
5.766203,6.4281254,6.4281254,4.683453,alternatively activated macrophage
5.1528835,6.4846444,5.9940734,4.6693635,alternatively activated macrophage
5.661991,6.698701,4.5098042,4.4406424,inflammatory macrophage
5.3572946,6.318619,5.682378,4.633473,alternatively activated macrophage
5.92128,6.173307,6.179392,4.899597,alternatively activated macrophage
5.9140563,6.233259,5.246177,4.347202,alternatively activated macrophage
5.9793015,6.269586,6.240084,4.839577,alternatively activated macrophage
5.797857,6.374311,5.1569476,4.52419,inflammatory macrophage
5.2471433,6.2600837,4.636788,4.4909997,alternatively activated macrophage
4.0396876,5.952214,3.1272101,4.779392,conventional dendritic cell
5.7295437,6.3286533,5.7416263,3.1549084,alternatively activated macrophage
6.1384063,6.567321,5.6012673,4.5287123,inflammatory macrophage
6.0179005,5.8491154,5.0627007,5.0882483,macrophage
5.583442,6.5808644,5.2970123,4.4474716,inflammatory macrophage
5.113729,5.84283,4.962377,4.8232455,classical monocyte
5.952804,5.7387013,6.1763916,4.7532783,alternatively activated macrophage
5.1698213,6.800988,5.1113253,4.4728827,inflammatory macrophage
4.3085594,5.9427996,5.1609693,4.6151204,alternatively activated macrophage
5.605593,6.67068,5.4484606,4.8204656,alternatively activated macrophage
4.806292,6.578327,4.55396,4.8352137,conventional dendritic cell
6.1545596,6.534392,5.5868783,4.1422276,alternatively activated macrophage
5.107878,7.0096083,4.6414976,4.9752107,inflammatory macrophage
5.879885,5.6124806,5.7281528,4.221804,alternatively activated macrophage
5.6844635,7.085987,4.767764,3.5086877,inflammatory macrophage
5.5185704,6.252489,5.8179035,4.7305646,alternatively activated macrophage
5.9506283,5.6625304,4.9677186,4.787815,classical monocyte
5.7030454,6.6548305,5.7159615,4.823572,alternatively activated macrophage
5.1927953,6.767959,4.4138846,3.7637737,macrophage
4.867002,6.0421844,4.9142723,4.9026623,macrophage
5.682264,5.617381,4.430876,4.9429274,conventional dendritic cell
5.6447206,5.988894,5.0545154,4.6162214,alternatively activated macrophage
5.613482,6.5893693,5.305615,4.2588263,alternatively activated macrophage
5.4847093,6.663017,5.8777714,4.8692207,alternatively activated macrophage
6.133034,6.928289,5.3174686,3.87817,inflammatory macrophage
5.4790196,5.9334664,3.8239222,4.865628,conventional dendritic cell
4.8234377,6.2246957,5.1300354,4.6384993,alternatively activated macrophage
5.4455976,5.679096,6.265915,4.078329,alternatively activated macrophage
5.959112,6.045908,5.86406,4.9520197,alternatively activated macrophage
5.385532,6.7071757,4.8567176,4.3819184,inflammatory macrophage
5.3492646,6.1330395,5.494526,4.5442567,classical monocyte
6.1824255,6.953163,5.4005976,3.763234,alternatively activated macrophage
5.580061,7.537702,5.02152,4.0394163,alternatively activated macrophage
5.725795,6.333173,4.7429037,4.997838,non-classical monocyte
5.27717,7.0862074,5.578784,4.965392,alternatively activated macrophage
6.1513805,5.8365326,5.4117837,4.822327,non-classical monocyte
4.9879875,6.4945292,6.141155,4.869308,alternatively activated macrophage
6.010803,6.1124763,6.6772676,4.504736,macrophage
5.0349874,6.4860134,5.169085,4.616128,alternatively activated macrophage
5.2664037,5.9462223,3.3748336,4.5924454,conventional dendritic cell
5.9240723,6.698852,4.851681,4.480534,inflammatory macrophage
6.460137,5.7519846,6.1619496,4.7745876,alternatively activated macrophage
4.910657,5.9201956,5.0869136,4.358945,alternatively activated macrophage
5.3114796,6.298628,5.39808,4.4607043,alternatively activated macrophage
5.060285,6.4358964,4.5510793,4.4555225,inflammatory macrophage
5.590155,6.865627,5.6085486,4.9663496,alternatively activated macrophage
6.1299496,6.2772865,6.5669436,4.3712,alternatively activated macrophage
5.5014386,7.050076,5.089098,4.393157,alternatively activated macrophage
5.685026,6.0345454,5.611902,4.787751,inflammatory macrophage
6.0121655,6.43223,5.01153,4.5007,conventional dendritic cell
5.479632,6.789406,4.9293246,4.002241,inflammatory macrophage
4.7598705,2.6289334,5.7892284,4.9589825,alternatively activated macrophage
6.299935,6.07643,5.911657,4.2069902,alternatively activated macrophage
4.047792,6.6447835,3.591501,2.7282548,conventional dendritic cell
5.6352224,6.4527,2.8847327,4.78157,conventional dendritic cell
4.6075864,7.420695,5.302619,3.399381,inflammatory macrophage
5.4780397,6.542692,5.622466,4.5431237,alternatively activated macrophage
5.772004,6.271552,5.202951,4.8748593,non-classical monocyte
5.4405375,6.7301545,5.6866198,4.624072,alternatively activated macrophage
5.4500275,6.988841,5.9153547,4.441359,alternatively activated macrophage
4.983664,6.981278,4.370478,4.6829004,inflammatory macrophage
5.787668,6.5619955,5.3994465,4.8759646,conventional dendritic cell
5.462204,6.4052844,4.7011704,4.7645564,conventional dendritic cell
5.7417197,6.327492,5.5311656,4.2720103,alternatively activated macrophage
6.176915,6.0682487,5.5928173,4.2508945,classical monocyte
5.575168,5.8363466,4.951879,4.4800982,inflammatory macrophage
5.4075856,6.054395,4.688651,4.446506,inflammatory macrophage
5.8860326,5.7730374,5.8827896,4.5208,alternatively activated macrophage
5.240836,6.6520205,5.12302,4.221804,inflammatory macrophage
4.915586,6.8668933,4.6605115,3.5806456,inflammatory macrophage
5.6898756,6.449833,4.3023953,4.6918826,conventional dendritic cell
4.59952,6.3326893,4.808912,4.899174,alternatively activated macrophage
5.8847513,6.35897,5.1455894,4.7371492,non-classical monocyte
5.681163,6.30011,6.051169,4.6586185,alternatively activated macrophage
5.414986,6.3813753,4.6374965,4.148362,macrophage
5.6808963,6.1308193,5.9203596,4.5525928,alternatively activated macrophage
5.48407,6.36844,4.2146916,4.243677,conventional dendritic cell
6.209975,7.073107,6.1411257,4.522436,alternatively activated macrophage
5.281301,5.865188,2.7824879,4.7943816,conventional dendritic cell
5.691959,6.582569,4.949844,4.81671,classical monocyte
5.290495,6.02912,6.087631,4.4682837,alternatively activated macrophage
4.476075,6.4999084,4.2380114,3.7587073,inflammatory macrophage
6.034361,6.750594,4.4696693,4.7003794,conventional dendritic cell
5.5162034,7.2267423,5.095961,4.549912,inflammatory macrophage
5.922154,6.156906,4.594178,4.585608,inflammatory macrophage
5.9302564,6.34561,5.276107,4.6100097,inflammatory macrophage
5.4102883,6.409338,5.611109,4.7424693,alternatively activated macrophage
5.5884876,6.68791,5.147081,5.04151,alternatively activated macrophage
5.7602916,6.36679,4.993634,4.5455165,classical monocyte
5.5657544,5.9880466,5.0090046,4.2968864,inflammatory macrophage
4.6904235,6.044864,5.736717,4.816664,myeloid cell
4.912412,5.9602675,4.776912,4.6840534,inflammatory macrophage
5.2054214,6.07825,4.7613726,4.7613726,alternatively activated macrophage
4.711925,6.0015182,5.0058837,4.524554,non-classical monocyte
5.3905625,6.7152677,4.2865224,4.892384,conventional dendritic cell
5.8581023,6.416493,6.238944,4.8289504,alternatively activated macrophage
5.3216796,6.3599677,4.2436795,4.838301,conventional dendritic cell
5.92404,6.4437046,4.9251213,4.723813,conventional dendritic cell
5.6562724,7.000277,5.840992,4.3095083,alternatively activated macrophage
5.616975,6.466936,5.229766,4.2193823,alternatively activated macrophage
5.5089173,6.7536736,5.6801276,4.8715878,alternatively activated macrophage
5.8175216,6.6537457,5.282832,4.2007833,inflammatory macrophage
5.662217,5.6747527,5.0334954,5.0176005,classical monocyte
5.401568,5.752131,5.8388777,4.664579,macrophage
5.9712563,6.057393,4.9778433,4.718256,non-classical monocyte
6.081277,6.4736533,5.0940347,4.592728,alternatively activated macrophage
5.488134,6.3873124,5.790517,4.3518248,alternatively activated macrophage
5.5042787,6.3690863,6.170335,4.273785,alternatively activated macrophage
5.562321,6.106931,3.944274,4.7081537,conventional dendritic cell
5.8387613,5.729898,4.2868905,5.022199,classical monocyte
6.1662936,6.5585766,5.207317,4.2748537,conventional dendritic cell
6.0113907,6.43147,5.6392207,4.511222,alternatively activated macrophage
5.742349,6.1438227,6.2006993,4.5400295,alternatively activated macrophage
5.143368,6.5252743,5.3633704,4.5582795,alternatively activated macrophage
5.757845,6.729327,6.153323,4.611101,alternatively activated macrophage
5.476862,6.5504713,5.9696774,4.3138137,inflammatory macrophage
5.659177,6.2897806,5.3706427,4.576467,inflammatory macrophage
5.26195,6.372458,4.6829004,4.341862,inflammatory macrophage
5.8051224,6.3990617,5.74116,4.6339207,inflammatory macrophage
5.3178215,6.2549706,4.910517,4.830014,alternatively activated macrophage
5.594614,6.6812263,4.829777,5.0548015,classical monocyte
5.311936,6.3448405,5.5431066,4.065828,alternatively activated macrophage
5.4117246,6.6272545,4.474253,4.474253,inflammatory macrophage
4.9984694,7.180931,4.8174963,2.6381292,inflammatory macrophage
5.0792384,7.14562,4.7209277,4.676881,inflammatory macrophage
5.2219,6.394734,5.438567,4.6829185,alternatively activated macrophage
5.7717853,6.238171,6.302281,5.138561,alternatively activated macrophage
5.9283834,7.347006,5.778243,4.2971897,alternatively activated macrophage
5.704382,6.6936755,5.7531967,4.5370064,alternatively activated macrophage
4.81332,6.482255,3.680137,4.931596,conventional dendritic cell
5.790487,5.832719,5.8418665,4.827375,alternatively activated macrophage
5.909003,6.6654186,5.7464724,4.3664722,alternatively activated macrophage
6.256319,6.794918,5.3086677,4.6204567,alternatively activated macrophage
5.824794,4.1723638,6.1049724,4.6627502,alternatively activated macrophage
5.840665,6.891473,5.674139,4.063335,inflammatory macrophage
4.400736,6.5319414,4.586683,4.586683,alternatively activated macrophage
5.3083744,5.8774753,5.918185,4.7422547,alternatively activated macrophage
5.3446226,6.422376,5.473977,4.641918,inflammatory macrophage
5.5402093,5.9993234,5.536949,5.0067916,non-classical monocyte
6.0146008,6.1512265,6.114938,4.334166,alternatively activated macrophage
6.4672647,5.8198185,4.2950687,4.7726846,classical monocyte
4.885335,6.622593,4.8298883,4.4112267,inflammatory macrophage
5.2381616,6.6407785,5.972095,4.872039,alternatively activated macrophage
5.8437004,5.637396,4.660719,5.187444,classical monocyte
5.203004,3.8747325,6.5632167,3.6965544,macrophage
5.3492627,6.293115,4.6419897,5.084189,conventional dendritic cell
5.3717365,5.196739,5.887115,4.4299855,alternatively activated macrophage
5.169045,6.6015234,5.4703684,4.493557,inflammatory macrophage
5.8442225,5.7779765,5.543173,4.932267,non-classical monocyte
5.5356092,6.078968,5.169235,4.5272956,inflammatory macrophage
5.7807736,6.8986435,5.6493564,4.503167,alternatively activated macrophage
5.5759077,6.661106,5.8504076,4.435411,inflammatory macrophage
5.9142194,6.0927258,5.2573576,4.5379915,classical monocyte
6.1549973,6.8979497,5.681296,5.0305114,conventional dendritic cell
3.3734272,6.4907956,4.4869514,2.3929102,conventional dendritic cell
5.363787,6.1238084,5.168591,4.4315133,classical monocyte
5.4815683,5.3777647,5.461652,4.429615,macrophage
5.4005027,6.29362,5.13805,4.431931,alternatively activated macrophage
6.100862,6.539879,5.263211,5.102152,non-classical monocyte
5.183936,6.4814005,5.865932,4.793589,alternatively activated macrophage
5.6780677,5.543222,5.5966268,4.735015,classical monocyte
4.7574263,6.1793704,5.393396,4.569972,alternatively activated macrophage
5.4411573,6.1040263,4.3835506,4.517513,inflammatory macrophage
5.9502325,6.115858,6.2963967,4.092657,alternatively activated macrophage
5.5285354,4.8722463,4.9746795,4.4488773,alternatively activated macrophage
5.4790277,6.499977,4.997069,4.8732147,inflammatory macrophage
5.318425,6.364523,5.344684,4.524124,classical monocyte
5.9942493,6.255761,5.997844,4.5527177,alternatively activated macrophage
4.999179,5.7569647,4.4032865,4.999179,inflammatory macrophage
5.530989,6.395828,5.530989,4.581797,inflammatory macrophage
5.540182,7.361729,5.6359663,4.1193852,alternatively activated macrophage
6.0762525,5.3853993,5.009069,4.6552515,macrophage
5.3858376,6.7193723,4.655098,4.697261,classical monocyte
5.6509724,6.8277006,5.596734,4.7497377,alternatively activated macrophage
6.0828176,7.0332975,4.597396,4.6593056,classical monocyte
5.365045,6.112023,4.3907094,4.7678905,inflammatory macrophage
5.4666233,6.386936,5.762788,4.919671,macrophage
5.052534,5.630627,4.36576,5.0859957,classical monocyte
5.4231925,6.706132,4.73991,4.9459095,inflammatory macrophage
4.650104,6.2938623,3.1092443,4.9394875,conventional dendritic cell
5.3384523,5.9847736,4.896591,4.8411403,inflammatory macrophage
4.415042,7.541185,3.566537,4.2454567,alternatively activated macrophage
4.9311805,6.7485585,5.239409,4.772582,alternatively activated macrophage
5.4225097,6.7771955,4.992475,4.764913,inflammatory macrophage
5.2185893,6.77495,3.9232137,3.8638246,alternatively activated macrophage
4.4221463,6.365188,4.8744917,4.7576632,alternatively activated macrophage
5.8076677,6.080486,5.4790874,4.6399136,classical monocyte
5.448531,6.6030293,5.8625827,4.899628,alternatively activated macrophage
5.800448,6.526802,4.800971,5.0039325,classical monocyte
5.964438,6.2308984,5.767047,4.799608,alternatively activated macrophage
6.089045,3.4339871,3.4339871,4.6151204,mast cell
5.1514044,6.579686,4.243763,4.5936446,inflammatory macrophage
4.113591,5.2126102,3.7493577,3.53208,conventional dendritic cell
5.689616,5.480464,5.060655,5.0354996,inflammatory macrophage
4.68351,5.351915,4.9826846,5.0286255,alternatively activated macrophage
5.5328035,6.315699,5.1159353,4.9003243,classical monocyte
5.5221443,5.8595214,5.3463335,4.881737,inflammatory macrophage
4.932479,5.9809237,4.94189,4.932479,inflammatory macrophage
5.6564384,5.6683254,5.644408,4.6074123,alternatively activated macrophage
5.082171,6.5611534,4.3711243,4.5694947,inflammatory macrophage
5.354022,6.5293975,5.75791,4.6655927,alternatively activated macrophage
4.942159,5.940558,5.0373244,4.773376,inflammatory macrophage
4.8287106,6.280421,3.3397079,4.631234,conventional dendritic cell
5.398717,6.0487747,3.7979395,5.190676,conventional dendritic cell
5.8979974,6.1512766,4.7506986,4.592764,inflammatory macrophage
6.1755276,6.9686303,5.3803425,3.5562325,alternatively activated macrophage
5.7157197,5.6762176,4.5125465,5.0309954,classical monocyte
5.356972,6.089536,5.848706,4.498437,alternatively activated macrophage
5.6493826,6.2220707,5.7305474,4.8782835,alternatively activated macrophage
5.346592,6.293033,5.2735276,4.7817283,inflammatory macrophage
5.2653875,6.058408,5.132594,5.116072,macrophage
4.443379,7.1188493,4.443379,3.94036,myeloid cell
3.5910838,3.8086984,5.1782203,3.8086984,myeloid cell
5.28321,6.3234367,2.7583604,4.961655,conventional dendritic cell
3.7955515,6.251914,2.5713983,4.7759137,conventional dendritic cell
5.663857,6.262106,5.2018228,4.59636,alternatively activated macrophage
6.0141144,6.8489766,4.8409433,5.530133,macrophage
6.0666246,6.309946,4.820875,4.8379793,classical monocyte
5.978866,6.8239274,5.35727,4.7752895,conventional dendritic cell
5.050232,5.632717,4.682915,4.773772,inflammatory macrophage
5.621427,5.3951874,4.6998954,4.9886503,inflammatory macrophage
5.5602684,6.8316345,4.549123,4.9510565,inflammatory macrophage
5.674327,5.2394104,4.9248123,4.889981,classical monocyte
4.4954553,5.931681,3.3210511,4.8931994,conventional dendritic cell
5.0895977,6.6593294,4.5132127,4.580698,conventional dendritic cell
5.626937,6.401939,5.787521,4.111001,alternatively activated macrophage
5.407354,6.5946126,5.127245,4.46383,inflammatory macrophage
5.2780437,5.784545,4.2962427,4.982557,inflammatory macrophage
5.92481,6.077956,5.929156,4.759697,alternatively activated macrophage
5.3955116,5.6116905,5.991305,4.335388,alternatively activated macrophage
5.541256,6.2968564,5.271928,4.514265,alternatively activated macrophage
5.444046,6.5834155,4.3438115,4.71347,inflammatory macrophage
5.3880095,5.9140306,4.209751,5.175837,classical monocyte
5.198157,6.2344823,3.9719405,4.7756834,conventional dendritic cell
5.770408,6.290541,5.252807,5.0704207,classical monocyte
5.3977647,6.699101,5.4634337,4.778727,classical monocyte
5.020226,6.1594496,4.759841,4.9891834,alternatively activated macrophage
5.593387,6.536278,5.799137,4.1053815,alternatively activated macrophage
5.2874117,6.1644974,3.7143855,5.066583,conventional dendritic cell
5.347093,6.2048287,5.589084,4.5621243,inflammatory macrophage
5.5045104,6.195621,5.7268395,4.2241945,alternatively activated macrophage
5.5835705,6.0865507,5.395674,4.398704,conventional dendritic cell
5.5783443,6.0168724,5.462737,4.8378334,alternatively activated macrophage
5.7388306,5.5917068,5.92143,5.2350125,alternatively activated macrophage
5.2815332,5.6061606,3.824689,4.797812,conventional dendritic cell
5.250981,5.962651,3.8709204,4.8481336,conventional dendritic cell
5.610059,7.29655,4.706102,4.313615,alternatively activated macrophage
5.392788,6.733431,5.10027,4.1972804,alternatively activated macrophage
5.2842865,6.2899985,4.9648247,4.996355,inflammatory macrophage
5.1914015,6.458489,4.9606028,4.9862323,classical monocyte
5.938717,3.0078142,5.083633,3.4986823,alternatively activated macrophage
6.085247,6.085247,5.100469,4.4133973,macrophage
5.13319,5.9387455,4.134947,4.925469,conventional dendritic cell
3.888255,6.7603836,3.0454752,4.4871254,conventional dendritic cell
5.328909,6.820237,4.337037,4.758575,inflammatory macrophage
5.4441476,6.542952,3.4636505,5.026946,conventional dendritic cell
5.061726,7.465139,4.8806705,4.374893,alternatively activated macrophage
5.2923946,6.3350954,4.677657,4.850521,alternatively activated macrophage
4.7360873,5.5481944,4.372254,5.1494894,inflammatory macrophage
5.422629,5.9113216,3.5080128,4.8987756,conventional dendritic cell
5.3181305,6.4770265,4.908098,4.615828,classical monocyte
5.7286344,7.125647,5.0387335,2.8481822,alternatively activated macrophage
5.3756275,6.2055116,3.7184627,5.219921,classical monocyte
5.2939706,5.9009423,4.7921705,4.8737535,inflammatory macrophage
5.51999,6.335325,3.0971043,4.9781594,conventional dendritic cell
4.864268,6.0923147,4.450221,4.7689023,inflammatory macrophage
6.0244827,5.5479283,5.2065763,4.9503574,macrophage
4.388895,7.28193,4.3391066,4.388895,alternatively activated macrophage
4.8063307,5.8673053,5.018331,5.1605496,inflammatory macrophage
4.7514386,6.2844243,4.448496,4.472605,alternatively activated macrophage
4.9359813,6.3471246,3.1495762,4.95114,conventional dendritic cell
4.9952517,6.4633255,4.430669,4.9437866,classical monocyte
1.8856997,4.299766,3.1511903,0.0,myeloid cell
4.7076106,6.483669,3.6845489,4.550933,conventional dendritic cell
5.1710567,6.4513597,4.6412797,4.9309697,inflammatory macrophage
5.320257,6.33119,4.0961185,4.5187583,inflammatory macrophage
5.3310294,6.5141935,5.175359,4.8203297,inflammatory macrophage
5.3080106,6.1890798,4.460511,4.825593,inflammatory macrophage
4.69967,7.080968,2.3888535,3.4243593,classical monocyte
4.8208194,5.909541,4.8274994,4.6293445,inflammatory macrophage
4.8466225,6.08253,3.2813313,4.934122,myeloid cell
5.2475743,6.6672397,3.9815233,4.787267,conventional dendritic cell
5.114049,5.978963,3.9408374,4.4008965,conventional dendritic cell
5.077461,6.4635415,4.6898303,4.8133955,inflammatory macrophage
5.132277,6.8369517,4.897461,4.8638167,alternatively activated macrophage
5.188863,6.2386537,4.197305,4.752775,inflammatory macrophage
5.2712646,5.8667874,4.4602957,4.8017592,classical monocyte
4.969392,6.0971856,4.6953464,4.5414677,inflammatory macrophage
4.1813893,2.966108,2.966108,2.966108,myeloid cell
4.902758,6.9098444,3.2406342,4.6764016,alternatively activated macrophage
5.028618,6.523843,5.1834273,4.9945574,classical monocyte
5.018975,5.819488,3.5266786,4.9961386,conventional dendritic cell
4.9469175,5.494735,4.109049,4.9569983,conventional dendritic cell
5.1398554,6.632549,4.563186,4.839164,myeloid cell
6.0245905,6.8073945,5.835605,4.0512533,alternatively activated macrophage
4.9252625,7.1826057,4.174941,4.86037,alternatively activated macrophage
5.0420275,6.5891232,3.6286943,4.727633,macrophage
3.5851002,3.5851002,4.4846106,4.9503746,macrophage
5.1287117,6.002821,5.103223,5.0365057,alternatively activated macrophage
4.8949375,6.6352735,3.2330642,4.8949375,conventional dendritic cell
5.343237,6.9034257,4.632602,4.853798,alternatively activated macrophage
5.4465446,7.196489,4.376981,3.9471192,alternatively activated macrophage
5.016976,6.4250927,3.3513973,4.8155246,conventional dendritic cell
5.1664696,6.6094646,4.946644,3.942723,inflammatory macrophage
5.4067984,6.642366,4.47061,4.5970697,alternatively activated macrophage
5.235518,6.5618606,5.0843754,4.92382,classical monocyte
5.356916,6.4905863,3.2892368,4.842168,conventional dendritic cell
5.027602,6.6067863,4.3737154,4.5137,classical monocyte
5.6963573,6.6117587,4.0010457,4.358367,inflammatory macrophage
5.6620007,6.009563,3.4736497,5.04054,conventional dendritic cell
5.5221467,6.5931854,4.78801,4.572035,inflammatory macrophage
4.2593107,7.097057,4.634328,4.296528,alternatively activated macrophage
5.44492,6.5248885,5.1519814,4.9099545,alternatively activated macrophage
5.084483,6.5274386,4.879289,4.7765775,alternatively activated macrophage
